id,instnm,st_fips,region,ccbasic,ccsizset,adm_rate,pplus_pct_low,pplus_pct_high,plus_debt_all_md,c150_4,c100_4,trans_4,c150_4_black,c150_4_hisp,c150_4_nhpi,c150_4_aian,c150_4_pell,ugds_black,ugds_hisp,ugds_aian,ugds_nhpi,ugds,ind_comp_orig_yr4_rt,lo_inc_comp_orig_yr4_rt,firstgen_comp_orig_yr4_rt,comp_orig_yr4_rt,wdraw_orig_yr3_rt,ind_wdraw_orig_yr3_rt,lo_inc_wdraw_orig_yr3_rt,firstgen_wdraw_orig_yr3_rt,cuml_debt_p10,cuml_debt_p25,cuml_debt_p75,cuml_debt_p90,npt41_pub,npt42_pub,npt43_pub,npt44_pub,npt45_pub,npt41_priv,npt42_priv,npt43_priv,npt44_priv,npt45_priv,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
956,Hastings College,31,4,22,8,0.7089,15,20,18700,0.4949,0.4198,0,0.1818,0.3871,0,1,0.4298,0.0455,0.1094,0.0043,0.0022,923,,0.3125,0.374331550802,0.40625,0.136842105263,0.47619047619,0.321428571429,0.164772727273,3000,5500,27000,31000,,,,,,17109,15850,18643,23664,25486,12500,35145,73876,77200
957,University of Nebraska at Kearney,31,4,18,14,0.9032,5,10,13000,0.5796,0.3194,0.2796,0.2609,0.4951,,0,0.5188,0.0259,0.1383,0.0016,0.0012,4289,0.380116959064,0.401360544218,0.418010752688,0.458834412581,0.157749077491,0.151351351351,0.201388888889,0.195530726257,2750,5500,24500,31500,14039,14058,15894,18174,20759,,,,,,12100,33702,66320,72400
958,Nebraska Methodist College of Nursing & Allied Health,31,4,26,6,0.8381,5,15,18000,0.7333,0.3182,0,,,,,0.4286,0.0455,0.0887,0.0023,0.0023,857,0.645161290323,0.589473684211,0.623036649215,0.648936170213,0.073943661972,,,,4188,9500,27567,38813,,,,,,19618,18918,21390,25713,23630,11300,38667,76325,80300
959,Midland University,31,4,20,11,0.6375,15,20,20120,0.4498,0.4207,0.5243,0.6667,,0,,0.3659,0.0775,0.1475,0.0008,0.0008,1200,0.485714285714,0.330097087379,0.423913043478,0.441102756892,0.148401826484,,0.180952380952,,3250,5500,27000,33225,,,,,,17246,17179,21036,24742,23502,12600,34676,68459,72600
960,University of Nebraska at Omaha,31,4,16,15,0.8725,0,10,13990,0.5044,0.2464,0.3188,0.3761,0.3934,1,0.2,0.417,0.0729,0.1618,0.0033,0.001,12010,0.418320610687,0.376282782212,0.391671059568,0.420894400601,0.206146926537,0.255886970173,0.259378349411,0.223449001052,2750,5500,23949,32643,11037,11498,13312,17036,18208,,,,,,13700,35873,73597,79700
961,Nebraska Indian Community College,31,4,33,9,,,,,,,,,,,,,0,0.0092,0.9358,0.0046,218,,,,,0.675,,,,,,,,5676,3043,10306,,,,,,,,,,39421,
962,University of Nebraska Medical Center,31,4,27,12,,0,5,18683,,,,,,,,,0.0307,0.0811,0,0,913,0.877906976744,,0.898230088496,0.906417112299,0.05,,,,5500,9103,22500,30000,,,,,,,,,,,29300,55451,105533,159300
963,Nebraska Wesleyan University,31,4,20,11,0.8181,5,10,20547,0.6583,0.5854,0.2756,0.3333,0.5714,1,1,0.5115,0.0261,0.0872,0.0036,0.0006,1686,0.354166666667,0.416,0.466431095406,0.532467532468,0.112765957447,0.185567010309,0.204081632653,0.132404181185,3500,6722,27000,30750,,,,,,19441,19243,25358,26563,27594,18300,39528,78138,81700
964,University of Nebraska-Lincoln,31,4,15,16,0.8107,5,10,20271,0.6641,0.4591,0.2138,0.4103,0.5733,0,0.3333,0.5364,0.0277,0.0829,0.0024,0.0006,19448,0.508771929825,0.464596273292,0.508950169328,0.55957562568,0.1208,0.174273858921,0.190909090909,0.151260504202,3500,5500,25392,31000,12172,13585,15526,19044,21706,,,,,,16100,38540,78486,84500
965,Peru State College,31,4,19,10,,5,15,12000,0.4016,0.2379,0.3092,0.1111,0.3529,0,0.4,0.225,0.1399,0.065,0.029,0.0049,1415,0.313868613139,0.191082802548,0.282208588957,0.303317535545,0.278280542986,0.303703703704,0.31843575419,0.292263610315,2750,5500,23990.5,32252,14795,15883,15252,16917,16291,,,,,,11700,28678,57455,66200
966,Summit Christian College,31,4,24,7,0.4,,,,0.5,0,0.375,,0,,,,0,0.125,0,0,24,,,,,,,,,,,,,,,,,,9657,,9935,,,,,,
967,College of Saint Mary,31,4,19,7,0.3819,5,10,20814,0.5974,0.4865,0.3247,0.2,0.4737,,1,0.5172,0.0751,0.2321,0.0033,0,599,0.631067961165,0.591836734694,0.639455782313,0.648888888889,0.083003952569,0.093220338983,,,4500,9897.5,31875,41750,,,,,,10658,9800,14300,19143,21811,11200,34719,71817,69700
968,Wayne State College,31,4,18,14,,5,15,9809,0.5,0.3206,0.346,0.1333,0.3696,,0,0.4091,0.022,0.0935,0.0115,0.0003,3048,0.48275862069,0.419811320755,0.41981981982,0.452036793693,0.164483260553,0.112359550562,0.193939393939,0.194092827004,2750,5500,22439,28470.5,11535,11652,14187,16724,17193,,,,,,12400,31120,62617,66600
969,York University,31,4,22,8,0.618,10,20,17000,0.422,0.2593,0.3119,0.3182,0.32,,0,0.2769,0.131,0.2,0.0207,0.0069,435,,0.203703703704,0.339805825243,0.328671328671,0.213675213675,,,,3500,5500,27000,36500,,,,,,15831,16296,19125,18016,20669,8500,24766,60736,60100
970,University of Nevada-Las Vegas,32,8,15,15,0.8348,0,10,18348,0.4715,0.1938,0,0.3369,0.452,0.4231,0.1111,0.4389,0.0883,0.3343,0.0027,0.0089,24835,0.474349442379,0.411873840445,0.397300158814,0.412698412698,0.182187056198,0.159651669086,0.197325956662,0.195324675325,3250,5500,24000,34500,11727,11555,12947,16327,17292,,,,,,10600,31522,78411,85800
971,University of Nevada-Reno,32,8,15,15,0.8816,0,10,22000,0.6268,0.3979,0,0.5115,0.5718,0.6571,0.4286,0.5268,0.0339,0.2368,0.0057,0.0045,16274,0.583747927032,0.532023911187,0.564996084573,0.57759861791,0.132749107433,0.132007233273,0.158906882591,0.149665924276,2750,5500,23046,31000,11887,12553,15105,18703,19914,,,,,,12700,37769,87070,91100
972,Great Basin College,32,8,23,9,,0,5,9720,0.4414,0.0204,0.0931,0.3333,0.4627,,0.2,0.3542,0.0389,0.2207,0.0348,0.0097,1953,0.300411522634,0.260683760684,,0.322077922078,0.380319148936,0.4,0.396551724138,0.385093167702,2000,3539,14350,27250,6708,8732,11084,11624,,,,,,,7000,14051,63576,80700
973,Sierra Nevada University,32,8,19,8,0.6667,5,10,21385,0.3409,0.2841,0.3864,0.1429,0.4545,0.5,0.5,0.3929,0.029,0.0326,0.0145,0.0145,276,0.571428571429,0.5,0.3125,0.379310344828,0.154471544715,,,,4750,6750,25000,36239,,,,,,26816,45840,,,,11300,18490,63032,69400
974,Colby-Sawyer College,33,1,22,8,0.9307,10,20,27377,0.6455,0.5597,0,0.5625,0.5455,,0.625,0.4419,0.0269,0.0231,0.0038,0,780,,0.311111111111,0.450704225352,0.475,0.107623318386,,,,5500,12000,27000,31000,,,,,,16760,18927,24226,28172,31574,12900,29187,61023,72600
975,Dartmouth College,33,1,15,14,0.0617,0,5,42827,0.936,0.8577,0,0.8243,0.9263,1,0.96,0.8957,0.0536,0.0999,0.0117,0.0002,4533,,0.839622641509,0.838888888889,0.874739039666,0.086419753086,,,0.073446327684,3000,5500,22000,27000,,,,,,6376,7099,12297,18070,54195,16900,58338,172838,210500
976,Franklin Pierce University,33,1,19,11,0.8853,15,20,31599,0.4151,0.1651,0,0.4667,0.4231,0,0,0.4514,0.0713,0.0807,0.0039,0.0023,1277,0.46875,0.40206185567,0.417159763314,0.428571428571,0.192481203008,0.279069767442,0.232558139535,0.19341563786,2750,5500,27000,35000,,,,,,24089,21825,26373,30822,29894,10900,27534,75621,70300
977,University of New Hampshire-Franklin Pierce School of Law,33,1,31,18,,5,10,30725,,,,,,,,,,,,,,0.48,0.61724137931,0.662227602906,0.699776429256,0.082191780822,0.162337662338,0.124183006536,0.087248322148,5500,12000,27000,31000,,,,,,,,,,,16900,41829,92666,89300
978,Magdalen College,33,1,21,8,0.9535,0,10,,0.6765,0.5588,0.0882,,1,,,0.7895,0.0149,0.0299,0,0,67,,,,,,,,,,5500,15000,,,,,,,8390,10392,12818,,13758,,,,
979,New England College,33,1,18,14,0.9998,15,20,20813,0.2059,0.2031,0,0.0955,0.1724,,0.4,0.0671,0.1515,0.0991,0.0071,0.0016,1261,0.237113402062,0.188861985472,0.251366120219,0.265909090909,0.326693227092,0.380952380952,0.377308707124,0.347551342812,3354,5500,21500,32000,,,,,,23763,23790,26942,30969,30989,9700,23712,58343,63700
980,Southern New Hampshire University,33,1,18,15,0.9207,0,5,12000,0.3913,0.3091,0.2472,0.2545,0.2817,0.25,0.25,0.245,0.132,0.1089,0.0049,0.0033,119248,0.216976674256,0.167647058824,0.214751016482,0.226363770034,0.37457847946,0.379155771386,0.412989479836,0.382083505961,1583,3166,13850,23500,,,,,,22903,22376,23190,23596,22741,10000,30918,87915,82800
981,University of New Hampshire-Main Campus,33,1,15,17,0.8672,5,10,30725,0.7784,0.6958,0,0.6222,0.6903,,0.4,0.7351,0.0098,0.0392,0.0009,0.0001,11429,0.48,0.61724137931,0.662227602906,0.699776429256,0.082191780822,0.162337662338,0.124183006536,0.087248322148,5500,12000,27000,31000,13613,14441,17158,21824,28478,,,,,,16900,41829,92666,89300
982,Keene State College,33,1,22,14,0.8809,10,15,25732,0.5991,0.5411,0,0.4167,0.4419,0,0,0.5287,0.0195,0.0454,0.0031,0.0014,2930,0.439024390244,0.409356725146,0.494863013699,0.538954108858,0.160039761431,,0.164705882353,0.158319870759,4750,8250,27000,31000,14984,14421,16780,19809,23671,,,,,,13100,37106,70417,71700
983,University of New Hampshire at Manchester,33,1,21,6,0.8264,5,10,30725,0.5965,0.5,0,,0,,1,0.6667,0.0342,0.0731,0,0,643,0.48,0.61724137931,0.662227602906,0.699776429256,0.082191780822,0.162337662338,0.124183006536,0.087248322148,5500,12000,27000,31000,12191,11459,12650,22623,23102,,,,,,16900,41829,92666,89300
984,Plymouth State University,33,1,18,14,0.9167,10,20,20018,0.5331,0.4602,0,0.3438,0.3077,0.5,0.4,0.6037,0.0258,0.0453,0.0026,0,3486,0.436781609195,0.444444444444,0.476861167002,0.495014245014,0.206611570248,0.188405797101,0.260162601626,0.219741480611,3500,5624,27000,31000,15786,16740,17995,22230,24077,,,,,,12700,36103,71669,68700
985,Rivier University,33,1,19,10,0.8368,10,15,22949,0.6044,0.4916,0,0.4286,0.2222,0,1,0.5915,0.0897,0.0574,0.0036,0.0022,1394,0.531914893617,0.5,0.571955719557,0.573446327684,0.102088167053,0.142857142857,0.153153153153,,4750,7989,27000,35000,,,,,,17936,21649,27158,28160,29249,13500,40059,78073,75900
986,Saint Anselm College,33,1,21,11,0.7759,5,15,52248,0.7746,0.7348,0,0.3846,0.7059,,,0.697,0.0164,0.0441,0.0005,0.0005,1952,,0.617647058824,0.71978021978,0.764302059497,0.041763341067,,,,5500,12000,27000,33500,,,,,,22189,27013,28556,31488,35961,20200,41221,79523,92200
987,Granite State College,33,1,20,9,,0,5,10014,0.2222,0.0303,0,0,0.5,,,0.2037,0.0343,0.0493,0.0022,0.0007,1340,0.375486381323,0.345679012346,0.377289377289,0.378539493294,0.334482758621,0.351543942993,0.361623616236,0.347193347193,1372,3297.5,17500,30531,10339,8905,11876,15310,16088,,,,,,6200,33632,76294,63400
988,Thomas More College of Liberal Arts,33,1,21,8,,0,10,,0.9,0.9,0,,,,1,1,0,0.0449,0.0225,0,89,,,,,,,,,,,,,,,,,,,15005,13380,7355,18384,,24541,71146,
989,Beth Medrash Govoha,34,2,24,14,,,,,,,,,,,,,0,0.0003,0,0,3150,0.386740331492,0.337278106509,0.357833655706,0.353507565337,0.267912772586,0.277286135693,0.27027027027,0.266075388027,2750,5500,8250,11000,,,,,,,,,,,3500,18710,93241,94200
990,Bloomfield College,34,2,21,10,0.8403,10,15,14701,0.3776,0.2196,0.3963,0.379,0.3605,0,,0.3695,0.4923,0.3261,0.0093,0.0023,1294,0.383333333333,0.350427350427,0.367941712204,0.368852459016,0.253164556962,0.205357142857,0.298816568047,0.259856630824,4750,7500,30593,41697,,,,,,20681,21513,21055,27614,25237,7800,23955,62461,71900
991,Caldwell University,34,2,19,10,0.9596,10,20,19683,0.5904,0.494,0.2711,0.5227,0.4674,,,0.5583,0.1681,0.3103,0.0012,0.0006,1624,0.368421052632,0.231343283582,0.209558823529,0.199404761905,0.170212765957,0.246153846154,0.21897810219,,4750,9500,27000,40000,,,,,,8778,9575,20818,21745,24088,10600,32801,75154,83800
992,Centenary University,34,2,19,11,0.9762,5,10,21857,0.6844,0.5867,0,0.7419,0.6774,,0,0.65,0.0873,0.171,0.0018,0,1111,0.494736842105,0.603174603175,0.654362416107,0.649595687332,0.128686327078,0.1875,0.122807017544,0.132404181185,5000,9500,27000,33856,,,,,,20145,15799,21820,26649,30037,9400,35698,77851,86400
993,Drew University,34,2,21,11,0.797,5,10,26053,0.7388,0.6798,0,0.4474,0.75,,,0.6929,0.0882,0.048,0.0026,0,1520,,0.622222222222,0.685990338164,0.665634674923,0.059016393443,,,,5500,10500,27000,31000,,,,,,8942,9717,13634,17866,22837,13100,33291,84125,89200
994,Fairleigh Dickinson University-Metropolitan Campus,34,2,18,13,0.8473,5,10,26961,0.5392,0.378,0.2983,0.3647,0.565,,1,0.5671,0.1157,0.3988,0.0016,0.0012,2515,0.504731861199,0.483870967742,0.539815590947,0.563025210084,0.171737660581,0.278637770898,0.224719101124,0.186963979417,4750,8250,28000,36000,,,,,,6667,8373,15326,17082,22905,11600,34120,83149,91100
995,Felician University,34,2,19,10,0.9198,5,10,20028,0.5203,0.277,0.2939,0.4342,0.5253,1,0.5,0.5135,0.2286,0.3694,0.0016,0.0042,1903,0.515337423313,0.402597402597,0.450121654501,0.444672131148,0.136363636364,0.127272727273,0.170212765957,,5250,9533,28750,38500,,,,,,14768,15194,18670,24401,25493,9900,35497,84966,81400
996,Fairleigh Dickinson University-Florham Campus,34,2,18,14,0.8456,5,10,26961,0.6199,0.5332,0.2139,0.4659,0.584,0.5,0,0.5732,0.096,0.2229,0.0018,0.0009,2230,0.504731861199,0.483870967742,0.539815590947,0.563025210084,0.171737660581,0.278637770898,0.224719101124,0.186963979417,4750,8250,28000,36000,,,,,,7365,9607,13464,18296,27589,11600,34120,83149,91100
997,Georgian Court University,34,2,18,10,0.796,5,15,21600,0.5839,0.4362,0.2685,0.3571,0.5,1,0,0.4571,0.0883,0.1583,0.0023,0.0015,1314,0.621052631579,0.562913907285,0.622516556291,0.644329896907,0.129753914989,0.172413793103,0.187096774194,0.133144475921,5250,9500,27000,35500,,,,,,15654,14810,19584,24123,25303,10100,29172,63043,70300
998,Rowan University,34,2,16,16,0.8377,5,15,24283,0.6859,0.4648,0.1629,0.6237,0.5992,0.75,0.6,0.6211,0.1039,0.1265,0.0013,0.0007,14925,0.587755102041,0.584112149533,0.611598626478,0.623416830847,0.162476344958,0.156555772994,0.166344294004,0.16623568526,4500,7500,25000,31000,16275,17092,22676,27341,27537,,,,,,14100,39229,78467,83700
999,New Jersey City University,34,2,18,12,0.9066,0,5,13103,0.3901,0.1741,0.1804,0.2674,0.4048,0.5,1,0.371,0.2149,0.4454,0.0023,0.0033,5146,0.495945945946,0.40331010453,0.426039119804,0.434805747738,0.211083123426,0.149122807018,0.203231292517,0.217081850534,3250,5500,23582.5,34225,12739,12878,14780,18483,17809,,,,,,10600,29215,72135,77700
1000,Kean University,34,2,17,15,0.7916,0,10,19152,0.4772,0.2409,0.3027,0.4221,0.4294,0.5,1,0.4254,0.2029,0.3484,0.001,0.0017,10291,0.523644752018,0.474106491612,0.490488006617,0.503873358033,0.157407407407,0.154734411085,0.179335793358,0.165447154472,4125,8250,28000,36000,13938,14955,18859,22884,23547,,,,,,11100,32618,71094,80300
1001,Monmouth University,34,2,18,13,0.8354,10,20,40939,0.6924,0.5904,0.2598,0.5738,0.6563,,0.5,0.6537,0.0515,0.1624,0.0005,0,4057,0.69696969697,0.652482269504,0.671764705882,0.690695725063,0.057167985928,,0.090579710145,0.062421972534,5500,8750,27600,33063,,,,,,15419,17862,23227,29748,32593,13900,45933,91917,88900
1002,Montclair State University,34,2,16,16,0.9061,5,10,22000,0.6732,0.475,0.2138,0.5678,0.6208,0.75,1,0.6448,0.1367,0.3197,0.0015,0.0017,15993,0.530726256983,0.573863636364,0.600703324808,0.613445378151,0.113867526668,0.11186440678,0.134123518403,0.12027927642,4750,8750,27000,34000,9028,10565,15177,19814,21571,,,,,,12600,37417,79228,88200
1003,New Brunswick Theological Seminary,34,2,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,New Jersey Institute of Technology,34,2,15,12,0.6914,0,10,20223,0.7369,0.3849,0.1986,0.6226,0.644,1,1,0.6788,0.0945,0.2239,0.0013,0.0004,8377,0.553125,0.549848942598,0.569585253456,0.585995085995,0.100621118012,0.148459383754,0.100729927007,0.100917431193,4250,7812,28900,35820,10517,12508,16820,21498,23665,,,,,,20000,55349,112152,110600
1005,Princeton Theological Seminary,34,2,24,18,,,,20741,,,,,,,,,,,,,,,,,,,,,,,3000,7000,,,,,,,,,,,,,,,
1006,Princeton University,34,2,15,14,0.0438,0,5,38170,0.9757,0.8951,0,0.9556,0.9858,1,1,0.964,0.0833,0.1052,0.0019,0.001,5236,,,0.894736842105,0.886850152905,0.06905370844,,,,1500,3045,16094,25000,,,,,,5761,5544,6975,17703,42868,20800,63190,201694,217200
1007,Rabbinical College of America,34,2,24,8,0.8675,,,,0.122,0.0244,0.4634,,,,,0.3333,0,0,0,0,216,,,,0.125,0.311475409836,,,,,,,,,,,,,16298,14509,16969,19372,,,14848,56835,
1008,Ramapo College of New Jersey,34,2,18,14,0.701,5,10,24335,0.7174,0.5814,0.1812,0.5476,0.7113,,0.75,0.6787,0.0665,0.2147,0.0035,0,4859,0.543956043956,0.560830860534,0.586797066015,0.57252559727,0.137033824805,0.184971098266,0.177370030581,0.137844611529,5250,9012.5,27000,30750,6453,9555,14464,20795,22372,,,,,,12900,42681,90066,87400
1009,Rider University,34,2,18,14,0.8195,10,15,36777,0.6086,0.5412,0,0.4348,0.5285,,1,0.5035,0.1456,0.1815,0.0028,0.0016,3174,0.734693877551,0.542307692308,0.582043343653,0.624349635796,0.091563786008,0.132653061224,0.128676470588,0.100574712644,5500,10500,27750,33500,,,,,,16071,17115,20910,25683,29214,14400,38978,82594,87600
1010,Rutgers University-Camden,34,2,16,12,0.787,0,10,23971,0.7085,0.4289,0.1374,0.6167,0.6575,,,0.6537,0.1883,0.2022,0.0015,0.0013,4747,0.660160734788,0.67731092437,0.691091517178,0.715907928389,0.078820697954,0.108190709046,0.090830698477,0.085684739252,5490,10044,27000,32000,8832,8527,11013,15890,22630,,,,,,15400,45285,102522,108100
1011,Rutgers University-New Brunswick,34,2,15,16,0.6816,0,10,23971,0.8373,0.6768,0.0824,0.7594,0.756,0.8462,1,0.8074,0.0658,0.1363,0.0007,0.0012,35827,0.660160734788,0.67731092437,0.691091517178,0.715907928389,0.078820697954,0.108190709046,0.090830698477,0.085684739252,5490,10044,27000,32000,7114,8637,15079,21013,23387,,,,,,15400,45285,102522,108100
1012,Rutgers University-Newark,34,2,16,16,0.7743,0,10,23971,0.649,0.3526,0.2007,0.5758,0.6154,0.4,0,0.622,0.1882,0.3206,0.0007,0.0021,8066,0.660160734788,0.67731092437,0.691091517178,0.715907928389,0.078820697954,0.108190709046,0.090830698477,0.085684739252,5490,10044,27000,32000,9151,9712,14504,21786,24347,,,,,,15400,45285,102522,108100
1013,Saint Peter's University,34,2,18,10,0.9284,10,15,19041,0.5845,0.4691,0,0.5031,0.5751,1,,0.5684,0.172,0.4556,0.0015,0.0005,2017,0.446601941748,0.501547987616,0.524150268336,0.531393568147,0.147255689424,0.176,0.166666666667,0.153724247227,4146,7225,27000,37000,,,,,,8629,8974,15088,17097,21901,9800,30929,74270,82200
1014,Seton Hall University,34,2,16,13,0.7661,10,15,34793,0.7194,0.6588,0.2016,0.5333,0.6754,0.6667,0.6667,0.6488,0.0896,0.2098,0.0019,0.001,5924,0.544715447154,0.563685636856,0.604513064133,0.635053110774,0.128595600677,0.128787878788,0.126373626374,0.135099337748,5500,9250,27000,35500,,,,,,20352,23650,30391,34592,39370,15900,45529,98147,104300
1015,Saint Elizabeth University,34,2,19,7,0.737,10,15,16152,0.3861,0.2871,0.4851,0.4,0.3214,,1,0.4,0.3198,0.2733,0.0044,0.0073,688,0.459016393443,0.430107526882,,0.478260869565,0.178861788618,,0.186991869919,,3500,7000,26000,33711,,,,,,19775,18572,17041,32383,29183,11700,31203,66176,76900
1016,Stevens Institute of Technology,34,2,16,13,0.5269,5,15,43375,0.8728,0.6272,0,0.7,0.8293,,,0.807,0.0227,0.1466,0.0002,0.001,4053,,0.728571428571,0.765182186235,0.830115830116,0.034172661871,,,,5500,16234.5,30250,33875,,,,,,24418,24774,32444,34497,44482,32100,78135,140229,135300
1017,Stockton University,34,2,17,13,0.8454,5,10,20647,0.762,0.6028,0.168,0.6349,0.7519,1,0.3333,0.725,0.0896,0.1714,0.0013,0.0012,8359,0.575916230366,0.624460431655,0.671875,0.687293339632,0.102196752627,0.136,0.140762463343,0.114570361146,5000,9500,26298,31000,12550,13547,19236,23773,25192,,,,,,12400,35270,75554,82200
1018,Talmudical Academy-New Jersey,34,2,24,8,0.8,,,,0.0588,0,0.8824,,,,,0.1429,0,0,0,0,76,,,,,,,,,,,,,,,,,,6799,12075,17727,,,,,,
1019,Thomas Edison State University,34,2,19,12,,0,5,12562,,,,,,,,,0.1432,0.133,0.0046,0.0036,8615,0.320793433653,0.292753623188,0.31715210356,0.333119795003,0.37526652452,0.378858024691,0.37707641196,0.368092691622,2233,3987,13225,23071,,,,,,,,,,,7000,34912,90087,115000
1020,The College of New Jersey,34,2,18,14,0.6198,0,10,27000,0.8691,0.7629,0.0924,0.7412,0.8333,1,0.75,0.8108,0.0538,0.1692,0.0009,0.0009,6491,0.725,0.738372093023,0.815088757396,0.833060556465,0.055865921788,,,0.066945606695,5500,12500,27000,30258,4889,5972,13221,21456,22967,,,,,,22100,52001,102451,96700
1021,William Paterson University of New Jersey,34,2,18,13,0.8326,5,10,17332,0.5596,0.3331,0.0762,0.4291,0.5951,0,0.5,0.5,0.1874,0.3398,0.0011,0.0013,7165,0.555555555556,0.465533522191,0.465920651068,0.470831609433,0.178304239401,0.169847328244,0.18479307026,0.181407035176,4500,7500,27000,35500,15529,15156,18182,21064,21228,,,,,,11200,32507,75856,79400
1022,Navajo Technical University,35,6,33,7,,,,,0.0733,0.1765,0,,0,,0.0688,0.0809,0.0032,0.0076,0.9816,0,924,,,,,0.201511335013,0.155660377358,0.163822525597,0.198300283286,,,,,2214,2914,5130,7058,,,,,,,2600,7925,36914,39200
1023,Eastern New Mexico University-Main Campus,35,6,18,13,0.325,0,5,12000,0.3993,0.2142,0.3228,0.2195,0.3782,0,0.5,0.3672,0.0626,0.4324,0.0182,0.0063,2861,0.324435318275,0.265151515152,0.272556390977,0.273211567732,0.37037037037,0.353515625,0.405646359584,0.380203515264,2150,3550,18484,29849,4118,3732,5418,7979,10217,,,,,,6800,19934,55037,64300
1024,Institute of American Indian and Alaska Native Culture and Arts Development,35,6,33,7,1,,,17208,0.2414,0.0417,0.3448,0,1,,0.24,0.2105,0,0.0952,0.6837,0.0068,294,,,0.228070175439,0.3,0.481481481481,0.382978723404,0.447058823529,,,,,,12842,11828,18646,,,,,,,,,,40971,
1025,New Mexico Highlands University,35,6,18,10,,0,5,9350,0.2651,0.1779,0.4463,0.1053,0.3404,0,0,0.2626,0.0751,0.5541,0.1103,0.0055,1451,0.586956521739,0.429799426934,0.431818181818,0.435810810811,0.195275590551,0.136363636364,0.203804347826,0.197718631179,2669,4500,18500,25000,11537,12080,12672,18222,15095,,,,,,8500,24364,58064,62100
1026,New Mexico Institute of Mining and Technology,35,6,20,11,0.9672,0,5,11000,0.5526,0.3063,0.3303,0.5,0.5682,,0.3,0.4466,0.0067,0.4013,0.0383,0.0017,1201,0.410256410256,0.407079646018,0.375690607735,0.389961389961,0.207171314741,0.238095238095,0.247191011236,0.225165562914,2750,5500,23504.5,31346,7320,7566,11039,15085,16229,,,,,,11100,37208,96093,107700
1027,University of New Mexico-Main Campus,35,6,15,15,0.9727,0,5,12107,0.5358,0.3362,0,0.377,0.5151,0.25,0.3793,0.4615,0.029,0.5003,0.062,0.0016,15092,0.343995171998,0.321245565629,0.34393692224,0.368161250514,0.284453057709,0.303472222222,0.332474226804,0.305461711712,2750,5500,25000,36820,13742,15144,17292,19060,19476,,,,,,7300,23979,68110,81000
1028,New Mexico State University-Main Campus,35,6,16,16,0.5726,0,5,9512,0.5041,0.2599,0,0.5167,0.4561,0,0.425,0.4332,0.0279,0.6362,0.0258,0.001,10674,0.330114135206,0.264903630659,0.288736979167,0.306408898305,0.318407960199,0.304078014184,0.341295360588,0.330588980367,2250,4468,23359.5,36728,7883,9280,11874,14032,14417,,,,,,7900,21337,60890,73400
1029,Northern New Mexico College,35,6,23,6,,0,5,,0.3644,0.102,0.1864,0,0.4194,,0.1538,0.3204,0.0251,0.6712,0.0799,0.0011,876,,,,0.096330275229,0.558951965066,0.514018691589,0.590909090909,0.559405940594,1313,2250,11000,21250,9538,7526,10590,,,,,,,,2200,17290,53034,61200
1030,University of the Southwest,35,6,18,8,,10,20,12925,0.0909,0.0682,0,0.2667,0.02,,,0,0.1159,0.5362,0.0266,0.0072,414,0.612903225806,0.36,,0.407185628743,0.266331658291,0.290909090909,0.358695652174,0.26582278481,2750,5500,20889.5,31000,,,,,,17141,15410,18926,21244,22395,10400,32293,63313,86400
1031,Southwestern Indian Polytechnic Institute,35,6,33,10,,,,,,,,,,,,,0,0,1,0,344,0.28125,,,0.259842519685,0.49,0.461538461538,0.492307692308,,,,,,8534,9597,13927,,,,,,,,2200,12606,39093,42600
1032,Western New Mexico University,35,6,18,9,,0,5,11215,0.2928,0.1895,0,0.3667,0.2763,0,0.25,0.2841,0.0556,0.5635,0.034,0.0079,1528,0.286956521739,0.218068535826,0.240566037736,0.256756756757,0.40503875969,0.388185654008,0.434782608696,0.42654028436,2750,4750,23104,36500,13902,14004,20213,20213,,,,,,,7200,18528,56447,71200
1033,Vaughn College of Aeronautics and Technology,36,2,22,9,,5,10,16520,0.4323,0.2857,0.2406,0.4082,0.3293,0.3333,,0.4318,0.1535,0.3063,0.0062,0.0109,1283,0.382857142857,0.386075949367,0.364077669903,0.375257731959,0.393305439331,0.38036809816,0.394039735099,0.396634615385,3500,5500,24500,34750,,,,,,36654,36154,39151,42736,39531,10100,32831,95234,99300
1034,Adelphi University,36,2,17,12,0.7746,10,20,36690,0.7089,0.6175,0.2254,0.5833,0.6822,,0,0.6318,0.0877,0.1958,0.0045,0.0006,5168,0.755,0.676646706587,0.694181326116,0.706500956023,0.09423347398,0.078947368421,0.117777777778,0.100767754319,5500,10750,27000,33000,,,,,,24830,27088,30121,29063,31769,12500,43536,98537,94400
1035,Albany College of Pharmacy and Health Sciences,36,2,26,11,0.7182,5,15,38300,0.6828,0.375,0,0.3333,0.6667,,,0.7447,0.0782,0.0892,0.0063,0,639,0.645161290323,0.648148148148,0.536764705882,0.607287449393,,,,,5500,12000,27000,33500,,,,,,21057,24191,23390,27840,29218,33000,84032,144193,151900
1036,Albany Law School,36,2,31,18,,,,25762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16700,,,134600
1037,Albany Medical College,36,2,25,18,,,,25366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
