id,instnm,st_fips,region,ccbasic,ccsizset,adm_rate,pplus_pct_low,pplus_pct_high,plus_debt_all_md,c150_4,c100_4,trans_4,c150_4_black,c150_4_hisp,c150_4_nhpi,c150_4_aian,c150_4_pell,ugds_black,ugds_hisp,ugds_aian,ugds_nhpi,ugds,ind_comp_orig_yr4_rt,lo_inc_comp_orig_yr4_rt,firstgen_comp_orig_yr4_rt,comp_orig_yr4_rt,wdraw_orig_yr3_rt,ind_wdraw_orig_yr3_rt,lo_inc_wdraw_orig_yr3_rt,firstgen_wdraw_orig_yr3_rt,cuml_debt_p10,cuml_debt_p25,cuml_debt_p75,cuml_debt_p90,npt41_pub,npt42_pub,npt43_pub,npt44_pub,npt45_pub,npt41_priv,npt42_priv,npt43_priv,npt44_priv,npt45_priv,pct10_earn_wne_p10,pct25_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
211,Colorado State University-Fort Collins,8,7,15,16,0.8964,5,15,29130,0.6912,0.4671,0.1044,0.6286,0.5915,0.6364,0.5556,0.5846,0.0223,0.1531,0.0054,0.0014,24344,0.53,0.501270110076,0.521350142334,0.555029318899,0.145758928571,0.14552238806,0.160128102482,0.169156237384,3750,6500,25535,31750,11713,12221,15217,21820,26972,,,,,,11700,37381,85858,89900
212,Denver Seminary,8,7,19,18,,,,18492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,University of Denver,8,7,15,16,0.6363,5,10,25500,0.7569,0.6742,0,0.6154,0.6968,0.5,1,0.7056,0.025,0.132,0.0045,0.0016,5771,0.561643835616,0.615,0.658354114713,0.692118226601,0.121887287025,,0.171052631579,0.138235294118,4246,7765.5,27157,37000,,,,,,20488,19490,25017,27569,43170,13000,40362,104868,105000
214,Fort Lewis College,8,7,22,13,0.9275,5,10,14047,0.4406,0.2958,0.3465,0.5,0.4231,0,0.2793,0.4082,0.0092,0.1328,0.3429,0.0012,3260,0.452229299363,0.368263473054,0.384615384615,0.39497716895,0.281902552204,0.260115606936,0.316526610644,0.282861896839,2750,5500,20750,29847,12069,13458,14487,17583,19687,,,,,,7100,24840,61221,71900
215,Iliff School of Theology,8,7,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Colorado Mesa University,8,7,22,13,0.8024,5,15,14880,0.3809,0.2758,0.2704,0.1159,0.2955,0.5,0.2941,0.306,0.0226,0.2112,0.0056,0.0046,7904,0.24248496994,0.201011378003,0.26003594967,0.283340817243,0.351464435146,0.403669724771,0.441888619855,0.372150338879,2750,5500,24250,36140,12638,13761,15258,18618,20122,,,,,,8600,24886,66765,73500
217,Metropolitan State University of Denver,8,7,18,15,0.8882,0,5,14192,0.2976,0.1085,0.3731,0.2056,0.2664,0.6667,0.0769,0.2641,0.0673,0.3327,0.0045,0.0016,15625,0.343151693667,0.292881032011,0.296943231441,0.307603686636,0.295115332429,0.266435986159,0.306297709924,0.300482218204,2750,5500,26000,38884,13223,12721,14567,16749,19569,,,,,,8200,29880,72134,76500
218,Naropa University,8,7,19,7,1,5,15,21295,0.3421,0.1316,0.4211,0,0.5,,,0.3889,0.0189,0.1073,0.0095,0,317,0.583333333333,0.487804878049,0.471428571429,0.455882352941,0.206106870229,0.171875,0.182926829268,,4292,5500,25000,33750,,,,,,19293,22389,33050,40796,42896,2500,9122,44543,51400
219,Nazarene Bible College,8,7,24,6,,0,5,,0,0,0,,,,,,0.0605,0.098,0.0144,0,347,,,,0.191489361702,0.406976744186,,0.454545454545,,3167,6334,32033,42698,,,,,,,,,,,6500,21975,66031,76900
220,University of Northern Colorado,8,7,17,13,0.9113,10,15,18000,0.519,0.3553,0.335,0.4595,0.4516,0.1429,0.6667,0.4452,0.0482,0.2409,0.0033,0.0016,6683,0.609693877551,0.475482912333,0.46511627907,0.498178506375,0.154183092422,0.136,0.155976676385,0.17102744097,2750,5500,23741.5,31000,12876,12561,14062,17247,20511,,,,,,11100,33184,68510,74500
221,Regis University,8,7,17,13,0.8137,5,10,18921,0.6202,0.53,0,0.4,0.558,1,0.3333,0.5956,0.0466,0.2645,0.0042,0.0031,2616,0.420138888889,0.404825737265,0.362962962963,0.402195608782,0.345612134345,0.294466403162,0.326984126984,0.329411764706,4250,8049,28250,39666,,,,,,18978,20203,21510,26091,29647,15100,41830,99298,99900
222,Colorado State University Pueblo,8,7,19,13,0.9917,0,10,13710,0.3856,0.2078,0.2183,0.2157,0.3693,0,0.3333,0.3172,0.0666,0.3422,0.0071,0.0071,3092,0.447530864198,0.354639175258,0.350877192982,0.379073756432,0.208297320657,0.166666666667,0.244635193133,0.22,2750,5500,22000,31000,10777,11947,14603,18168,19266,,,,,,10000,30897,70943,71000
223,United States Air Force Academy,8,0,22,14,0.1243,,,,0.8609,0.8478,0,0.7167,0.8235,0.8889,1,,0.0636,0.1136,0.0012,0.005,4181,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Western Colorado University,8,7,19,11,0.9087,10,15,20075,0.4763,0.2931,0.1724,0.4,0.3881,1,0.5,0.4144,0.0343,0.101,0.0064,0.0041,1722,0.405063291139,0.355263157895,0.362711864407,0.390557939914,0.250530785563,0.359375,0.314049586777,0.268551236749,3250,5500,22500,30500,11976,13037,17772,18893,21338,,,,,,10200,28885,66082,69600
225,Albertus Magnus College,9,1,19,10,0.8173,5,10,12472,0.5915,0.4403,0.2183,0.6667,0.5143,,,0.5667,0.2874,0.2229,0.0029,0,1023,0.460905349794,0.44385026738,0.486956521739,0.497487437186,0.217054263566,0.227074235808,0.267045454545,,4750,9500,34642,46062,,,,,,26294,26567,28964,30088,33117,12600,35631,88211,100600
226,University of Bridgeport,9,1,17,13,0.7314,5,15,21000,0.4412,0.3382,0.3554,0.3831,0.4149,,0.75,0.3655,0.3422,0.2885,0.0046,0,1733,0.491408934708,0.382920110193,0.408945686901,0.420838971583,0.171428571429,0.13829787234,0.182370820669,0.173722627737,4750,8250,30437,42000,,,,,,22983,23253,24473,26785,26336,7800,30991,73510,78600
227,Central Connecticut State University,9,1,18,13,0.7483,5,10,18811,0.5473,0.2852,0.2725,0.4861,0.4851,,,0.4763,0.128,0.1706,0.0007,0.0008,7616,0.510460251046,0.480417754569,0.492072812683,0.504468275246,0.149398704903,0.12984496124,0.175989085948,0.158427635497,3641,6500,27000,34800,10095,10941,12155,14895,17513,,,,,,13500,29573,81664,78800
228,Charter Oak State College,9,1,21,6,,0,5,11000,,,,,,,,,0.1583,0.1936,0,0.0027,1472,,0.506849315068,0.543689320388,0.555248618785,0.183229813665,,0.227272727273,,3000,5500,23306,31250,14072,9420,16702,16702,16702,,,,,,9000,36884,81883,83300
229,Connecticut College,9,1,21,11,0.4095,0,10,43045,0.8096,0.7762,0,0.7917,0.7576,1,1,0.7831,0.0453,0.1071,0,0.0006,1811,,0.708333333333,0.777777777778,0.813186813187,,,,,5500,11538,27000,28000,,,,,,19605,16283,20255,30265,44983,13800,52512,116653,100300
230,University of Connecticut,9,1,15,17,0.556,10,15,30417,0.8308,0.7239,0.0948,0.7571,0.7327,0.75,0.8,0.793,0.0692,0.1443,0.0008,0.0003,18362,0.701530612245,0.670233463035,0.701564380265,0.736753776073,0.083949439542,0.088772845953,0.111848341232,0.09889676911,5250,9100,27000,31250,13586,15226,20925,26188,29840,,,,,,19000,50888,109628,101800
231,Goodwin University,9,1,23,9,,0,5,12023,0.3839,0.1875,0.2232,0.2917,0.3902,,,0.3494,0.212,0.2203,0.0028,0.0021,2901,0.216013344454,0.164705882353,0.201716738197,0.208229426434,0.309154929577,0.3017578125,0.32579787234,0.308366533865,3500,5500,29250,44849,,,,,,22993,26030,23889,23460,23268,3800,19571,54695,51400
232,Eastern Connecticut State University,9,1,20,14,0.732,5,15,18860,0.5702,0.4504,0,0.5,0.4356,1,0,0.5134,0.0929,0.1282,0.0013,0.0005,3767,0.534591194969,0.452777777778,0.506878306878,0.520126282557,0.145044319098,0.191358024691,0.158823529412,0.154101995565,4465,7500,27000,31500,14933,14317,17044,20106,21349,,,,,,13600,30774,73909,74300
233,Fairfield University,9,1,17,14,0.5581,5,10,47000,0.8394,0.8176,0.0611,0.7143,0.8701,,,0.7845,0.0156,0.0662,0.0004,0.0004,4548,,0.842105263158,0.809364548495,0.824534161491,0.032531824611,,,0.036303630363,5500,12000,27000,30750,,,,,,31018,27835,30683,35585,47358,28300,64851,137166,125500
234,Rensselaer at Hartford,9,1,28,18,,0,10,42471,,,,,,,,,,,,,,,0.808510638298,0.777511961722,0.795979899497,0.142489270386,,0.133333333333,0.151843817787,5500,17000,35000,39349,,,,,,,,,,,37000,68582,135711,132000
235,Hartford International University for Religion and Peace,9,1,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,University of Hartford,9,1,17,14,0.7879,10,20,33415,0.5855,0.5276,0.3213,0.4532,0.493,1,0.4,0.4648,0.1727,0.1328,0.0043,0.0015,3915,0.43119266055,0.422442244224,0.49012775842,0.512682551883,0.162386081193,0.162162162162,0.20819112628,0.180606060606,4793,6500,27000,32100,,,,,,25636,25287,27772,31113,33862,11600,36048,89314,85200
237,Holy Apostles College and Seminary,9,1,19,6,,0,5,,0.5,0.1429,0,,1,,,0.5,0.0231,0.1343,0,0,216,,,,0.37037037037,,,,,,,,,,,,,,,,16060,,,,,,
238,Mitchell College,9,1,22,8,0.7799,20,25,23227,0.4141,0.3697,0.3828,0.4348,0.3571,,0.5,0.3396,0.1299,0.1614,0.0059,0.0039,508,,0.410714285714,0.401785714286,0.444444444444,0.186666666667,,0.230769230769,,4750,6526.5,27000,33000,,,,,,22269,22560,22846,24913,30241,5200,18352,47468,62300
239,University of New Haven,9,1,18,14,0.9413,15,25,39045,0.661,0.5207,0,0.5081,0.5746,,0.3333,0.5602,0.1078,0.1879,0.0044,0.0002,4970,0.53781512605,0.535714285714,0.609090909091,0.630136986301,0.11877076412,0.126050420168,0.125,0.128143712575,5500,8750,27000,31000,,,,,,27400,27983,30871,33875,36086,13800,37509,83596,89500
240,Quinnipiac University,9,1,17,14,0.8812,10,15,50960,0.8001,0.7701,0,0.6923,0.7267,0,1,0.7391,0.0416,0.0975,0.0013,0.0003,6243,0.5,0.599118942731,0.66954377312,0.686738836265,0.11582278481,0.196428571429,0.152610441767,0.126021003501,5500,11000,27000,29000,,,,,,30052,30318,31882,36101,40018,21100,57981,113785,102400
241,Sacred Heart University,9,1,17,14,0.6612,10,15,35761,0.7349,0.6853,0,0.6275,0.656,1,,0.6166,0.0408,0.1245,0.0006,0,6699,0.418530351438,0.405144694534,0.538619979403,0.58726899384,0.065789473684,0.132450331126,0.12676056338,0.07133243607,4168,7595,27000,30000,,,,,,35846,38263,41854,44916,45646,17100,48070,105692,96600
242,University of Saint Joseph,9,1,18,10,0.7825,10,15,23371,0.564,0.4692,0.327,0.5758,0.3019,,,0.5493,0.114,0.1575,0.0011,0.0011,895,0.556962025316,0.515151515152,0.52962962963,0.541538461538,0.14347826087,0.166666666667,0.181818181818,,5500,12000,29500,37500,,,,,,21094,23358,28082,26187,27828,12200,37958,61838,80800
243,Southern Connecticut State University,9,1,18,13,0.8293,5,15,20658,0.5226,0.2868,0.3063,0.4259,0.5159,,0.4375,0.4859,0.1981,0.1414,0.0009,0.0005,6584,0.525073746313,0.477272727273,0.4921875,0.499749624437,0.141234567901,0.126436781609,0.159226190476,0.141853035144,3785,6550,26024,35000,15792,15874,17580,20488,22227,,,,,,11900,38580,79870,77300
244,Trinity College,9,1,21,11,0.3775,0,10,53524,0.8515,0.8086,0.0877,0.7838,0.7959,,,0.8406,0.0597,0.0943,0.0014,0.0005,2143,0.464285714286,,0.838983050847,0.824817518248,0.066929133858,,,,4500,8250,26192,27114,,,,,,8252,10965,14246,20094,43317,18200,46390,120706,126800
245,United States Coast Guard Academy,9,0,22,11,0.1928,,,,0.9205,0.9129,0,0.9231,0.8636,1,,,0.041,0.1173,0.0029,0.0019,1049,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Wesleyan University,9,1,21,11,0.1944,0,5,43557,0.9102,0.856,0.0528,0.9107,0.9011,,,0.9273,0.0551,0.1055,0,0.0009,3250,,,0.904494382022,0.923295454545,0.033802816901,,,,3500,8739.5,19703,27000,,,,,,4449,4800,10298,14835,51016,11400,42974,108689,105200
247,Western Connecticut State University,9,1,19,13,0.8485,5,10,18367,0.5292,0.3008,0.3103,0.3735,0.4567,,,0.5067,0.0871,0.25,0.0027,0,4028,0.481171548117,0.460957178841,0.468208092486,0.461471103327,0.190436241611,0.188172043011,0.186666666667,0.195555555556,4000,6808,27000,34500,13374,14158,15086,16848,19591,,,,,,11100,37087,82370,82600
248,Yale University,9,1,15,17,0.0531,0,5,30231,0.9692,0.8767,0,0.9462,0.9505,,1,0.9292,0.0802,0.1487,0.0037,0.0012,6535,,0.856115107914,0.861111111111,0.873015873016,0.090047393365,,0.10447761194,0.123076923077,3984,6500,19500,26959,,,,,,1717,5177,3957,15224,42964,15400,63814,169084,184800
249,Delaware State University,10,2,19,14,0.5884,20,25,27851,0.4701,0.3292,0.0913,0.4941,0.431,0,0,0.4459,0.7181,0.1041,0.0012,0.0002,4179,0.381818181818,0.374418604651,0.404519774011,0.421774931382,0.198729582577,0.283333333333,0.243421052632,0.210645526614,4750,8000,30937.5,41000,10809,10571,12629,12769,13852,,,,,,6600,26853,64470,64300
250,University of Delaware,10,2,15,16,0.7235,5,10,36500,0.8228,0.7318,0,0.6911,0.7778,1,0.4286,0.7147,0.0625,0.0941,0.0013,0.0004,18707,0.62037037037,0.631221719457,0.685256410256,0.745976648785,0.076040642412,0.164179104478,0.132867132867,0.09634551495,5500,10500,27000,30528,13485,14319,16896,20537,23192,,,,,,19100,49824,100726,97600
251,Goldey-Beacom College,10,2,18,7,0.6288,0,5,10350,0.5546,0.5089,0.1429,0.4545,0.5385,,,0.5077,0.2489,0.1484,0.0015,0.003,667,0.514285714286,0.48,0.511627906977,0.522580645161,0.230769230769,,0.2625,,3100,6007,26000,35000,,,,,,10839,12670,14831,17003,15245,13400,28781,76562,83300
252,Wilmington University,10,2,17,12,,0,5,16372,0.2283,0.0976,0.2717,0.0971,0.2759,0,0.25,0.1964,0.2133,0.1361,0.0056,0.0018,7626,0.385551330798,0.330058939096,0.360812425329,0.363364858138,0.298936170213,0.277554304103,0.297447280799,0.29700446144,3166,6166,24832,35389,,,,,,14582,17122,14576,16231,18455,11700,32561,70176,78200
253,American University,11,2,16,17,0.6409,5,15,36276,0.787,0.7313,0,0.7211,0.7786,,,0.7983,0.0778,0.1165,0.0006,0.0007,8158,0.517857142857,0.65652173913,0.731239092496,0.751326762699,0.053630363036,,0.080357142857,0.064935064935,5500,10750,27000,33000,,,,,,10818,11743,15197,21773,40073,15000,49895,105101,110700
254,The Catholic University of America,11,2,16,14,0.8601,5,15,42249,0.7367,0.6593,0,0.5455,0.6822,,0.75,0.5748,0.0495,0.1498,0.001,0.0003,2891,0.625,0.6375,0.634453781513,0.686241610738,0.07572815534,,,0.132653061224,5500,12000,27000,33000,,,,,,24241,25854,26915,27059,38140,14000,50848,102936,97200
255,University of the District of Columbia,11,2,19,9,,0,5,14000,0.25,0.1748,0.1818,0.1702,0.3529,,0,0.1732,0.5879,0.1829,0.0021,0.0021,2810,0.216470588235,0.158273381295,0.161465400271,0.172496984318,0.355688622754,0.328571428571,0.357142857143,0.365122615804,2500,4750,24500,39750,14434,16196,19268,20889,21405,,,,,,8000,22661,67640,73400
256,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,11,2,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Gallaudet University,11,2,17,11,0.6169,0,5,15061,0.5787,0.2079,0.1798,0.2857,0.4545,,0.3333,0.5196,0.1613,0.2044,0.01,0.011,998,0.533333333333,0.441379310345,0.491620111732,0.498007968127,0.23102310231,0.137931034483,0.220238095238,,2750,5173,21250,31250,,,,,,21956,22128,19800,25593,32581,4600,23169,52868,60300
258,George Washington University,11,2,15,17,0.4971,0,10,29402,0.8366,0.7729,0,0.7236,0.8136,0.8,1,0.7772,0.0817,0.1258,0.0006,0.0012,10929,0.742049469965,0.719339622642,0.719424460432,0.773119605425,0.180207697007,0.065146579805,0.175925925926,0.170928667564,5500,12000,29400,34900,,,,,,13139,12510,18853,23472,40379,19300,55757,124043,137200
259,Georgetown University,11,2,15,17,0.1198,0,5,31162,0.952,0.8958,0,0.8889,0.9787,1,,0.9263,0.0591,0.0802,0.0011,0.0008,7395,0.692307692308,0.835616438356,0.838827838828,0.884561891516,0.037138927098,,,,3869,7270,19810,25500,,,,,,596,3182,10579,20072,42751,28500,65700,162331,221900
260,Howard University,11,2,16,17,0.3525,25,35,47138,0.6358,0.5292,0.2339,0.627,0.5867,,0.3333,0.5817,0.6602,0.0647,0.0148,0.0024,8902,0.333333333333,0.35952848723,0.377245508982,0.396721311475,0.2096069869,0.20202020202,0.205438066465,0.19627749577,5500,12000,30500,37500,,,,,,42609,44107,46678,48951,49240,8800,33899,86223,92800
261,Trinity Washington University,11,2,19,9,0.9729,0,5,14380,0.4055,0.2028,0.235,0.315,0.5797,,,0.3807,0.5575,0.3297,0.0022,0,1383,0.298913043478,0.304511278195,0.336708860759,0.34331797235,0.263033175355,0.204678362573,0.260536398467,,3500,6316.5,32303.5,46720,,,,,,10548,11224,11679,15839,18944,11400,31725,66118,92200
262,Wesley Theological Seminary,11,2,24,18,,,,15414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,The Baptist College of Florida,12,5,22,7,1,0,5,,0.5641,0.3158,0,,0,,0,0.4615,0.0635,0.0278,0.004,0,252,0.422222222222,0.452380952381,0.5125,0.477876106195,0.318681318681,0.309523809524,0.28,,2250,4795,24125,31811,,,,,,6637,11543,7307,,,6700,26826,55666,69200
264,Barry University,12,5,17,13,0.6369,5,10,12399,0.406,0.2088,0.3735,0.3957,0.4662,1,0,0.392,0.3878,0.3803,0.0024,0.001,2932,0.540476190476,0.452755905512,0.462251655629,0.467880085653,0.191737288136,0.236220472441,0.196581196581,0.195219123506,4225,7500,31250,42750,,,,,,15787,15400,17848,21225,23787,13800,33263,83104,93200
265,Bethune-Cookman University,12,5,21,11,0.9984,25,30,20507,0.3248,0.1475,0.0576,0.3102,0.2105,,1,0.3261,0.8154,0.0509,0.002,0,2513,0.274509803922,0.236363636364,0.254115226337,0.268551236749,0.295524691358,0.329545454545,0.33625,0.30608537693,4750,9500,34439,46250,,,,,,10985,11311,13529,16733,14708,6800,23257,55479,58500
266,Lynn University,12,5,18,11,0.8301,15,20,33978,0.502,0.4395,0.1543,0.3261,0.4,,0,0.4317,0.1068,0.2025,0.003,0.0011,2632,0.510638297872,0.465277777778,0.493506493506,0.498583569405,0.188790560472,0.333333333333,0.149253731343,0.171428571429,2750,5500,19500,26058,,,,,,33031,33383,35206,36800,39522,6300,26931,72024,84400
267,Eastern Florida State College,12,5,23,12,,0,5,10671,0.4492,,0.1023,0.3519,0.4252,0.5,0.2,0.4016,0.1112,0.1692,0.003,0.0019,9855,0.28591954023,0.283582089552,0.304668304668,0.324156014422,0.405263157895,0.439301972686,0.434386716658,0.417873396773,1750,3375,13739,24025.5,3120,4057,7080,9041,9869,,,,,,6100,20627,55070,62600
268,Albizu University-Miami,12,5,17,6,1,0,5,9073,0,0,0,,0,,,0,0.0112,0.8315,0,0,178,0.413043478261,0.338541666667,0.320754716981,0.334677419355,0.103896103896,,0.078947368421,,2333,3500,16100,28625,,,,,,24584,16977,,,,5500,21932,61240,53500
269,College of Central Florida,12,5,23,12,,0,5,8375,0.4538,,0.106,0.3299,0.471,0.75,0.6,0.4139,0.1156,0.1495,0.0055,0.0018,4334,0.24931880109,0.235646958012,0.248361730013,0.260158013544,0.436268829664,0.444089456869,0.458218549128,0.446680080483,1750,3450,14250,25403,8526,9196,11337,14122,14543,,,,,,7100,20430,53826,61000
270,Johnson University Florida,12,5,24,8,0.4207,10,20,18788,0.2895,0.1389,0.3421,0,0.75,,,0.25,0.2095,0.2703,0,0,148,0.296296296296,0.295454545455,0.333333333333,0.380471380471,0.196850393701,0.327272727273,0.236111111111,0.221556886228,2930,5500,26000,33500,,,,,,16372,17557,20825,,21881,6600,24062,53907,58800
271,University of Central Florida,12,5,15,15,0.3637,0,5,15500,0.7494,0.4637,0.1199,0.7162,0.7282,0.75,0.5714,0.7114,0.1027,0.2936,0.0013,0.0014,59710,0.364620938628,0.364371106247,0.385582086142,0.405053170225,0.120677375959,0.150445194965,0.124676668391,0.123243363819,2750,6250,25000,32475,5517,7073,10032,14265,15761,,,,,,13000,35638,82256,86600
272,Chipola College,12,5,23,6,,,,9387,0.5084,,0.1461,0.2963,0.6667,,0.5,0.4278,0.1603,0.0513,0.008,0.0016,1248,0.297709923664,0.303149606299,0.336363636364,0.342036553525,0.344907407407,0.427631578947,0.41958041958,0.359788359788,,1775,4500,,911,2475,4523,4371,,,,,,,6800,21696,52186,55200
273,Daytona State College,12,5,23,12,,0,5,12992,0.3946,,0.1139,0.2054,0.4174,0.3333,0,0.3554,0.1334,0.2155,0.0013,0.0014,9190,0.314629258517,0.291925465839,0.315936952715,0.327640193567,0.411616954474,0.415680473373,0.453233830846,0.423047473201,1546,2535,11539,21851,7897,7722,11176,12542,12982,,,,,,4600,18771,53345,59300
274,Eckerd College,12,5,21,11,0.7038,10,20,41623,0.6818,0.6343,0,0.5,0.6744,1,1,0.6848,0.0271,0.0923,0.0025,0.001,2026,0.174603174603,0.438202247191,0.52736318408,0.584615384615,0.13986013986,0.379310344828,0.233766233766,0.185185185185,4692,7965,27000,32000,,,,,,27782,28414,32563,35454,41466,8200,28832,74512,82700
275,Florida SouthWestern State College,12,5,23,12,,0,5,10871,0.3996,,0.1233,0.3434,0.4291,1,0.5,0.4235,0.1341,0.358,0.0027,0.0022,11309,0.225382932166,0.251360174102,0.269244935543,0.269218601708,0.418547140649,0.448132780083,0.438079650846,0.425999279798,1750,2500,9164,17441,7244,8171,10713,13478,14074,,,,,,6900,23199,59847,64100
276,Edward Waters University,12,5,22,8,0.8011,5,15,8300,0.276,0.1448,0.0226,0.2589,0,,0,0.2872,0.8591,0.0324,0.0028,0.0009,1079,,,,,0.565868263473,0.523076923077,0.578947368421,0.558823529412,2750,5500,28968,45000,,,,,,12945,13197,14509,15020,14276,5500,15900,45551,55100
277,Embry-Riddle Aeronautical University-Daytona Beach,12,5,18,13,0.723,5,10,25998,0.622,0.3381,0,0.4255,0.5819,0.6667,0.8,0.5846,0.0496,0.1429,0.0017,0.0022,6899,0.269944806824,0.304606240713,0.342094284522,0.372737886748,0.281398601399,0.377184466019,0.308333333333,0.3074204947,2625,5250,26500,37000,,,,,,31074,30358,34633,36062,38833,22400,51853,110265,115500
278,Florida Agricultural and Mechanical University,12,5,16,13,0.3529,10,20,15125,0.5537,0.2814,0.216,0.5556,0.5,,,0.5268,0.8924,0.0475,0.0007,0,7005,0.515873015873,0.421903052065,0.434163701068,0.441411764706,0.167738478028,0.137795275591,0.182505399568,0.176066024759,5250,9500,33201.5,43500,8409,10385,14672,17233,18198,,,,,,9800,26523,64714,88900
279,Florida Atlantic University,12,5,16,15,0.7801,0,5,14411,0.5545,0.374,0.3108,0.5415,0.5618,0.5,0.5,0.5722,0.2014,0.2884,0.0013,0.0014,23695,0.53837407618,0.516909814324,0.517869495043,0.522508591065,0.118188379646,0.117321867322,0.125043782837,0.122562003371,2750,5500,22750,31250,3877,6413,10001,14049,14828,,,,,,11000,34204,76418,84800
280,Florida State College at Jacksonville,12,5,23,15,,0,5,10200,0.3927,,0.1241,0.3178,0.3264,0.3333,0.25,0.347,0.2798,0.1113,0.0021,0.0048,17329,0.212237911853,0.171995960956,0.187652513421,0.195859872611,0.450054644809,0.428305400372,0.469947407964,0.465346534653,1936,3500,14405,24575,875,2927,6102,8083,8949,,,,,,7400,22088,59034,65100
281,Flagler College,12,5,22,10,0.7404,5,15,23187,0.579,0.4968,0,0.4815,0.5263,,0.75,0.5217,0.0448,0.1205,0.0019,0.0011,2631,0.693641618497,0.602362204724,0.612284069098,0.610486891386,0.12380952381,,0.146017699115,0.132231404959,3530,6500,26725,32000,,,,,,17805,19246,21691,26519,28833,9800,31737,66369,69300
282,Florida College,12,5,23,8,0.8272,20,25,19566,0.5368,0.2211,0,0.3333,0.2,,0.6667,0.4314,0.0417,0.0758,0.0095,0,528,,0.344827586207,0.475,0.445161290323,0.209459459459,,,0.240963855422,3250,5500,20500,27000,,,,,,14265,18563,20929,21159,25670,6700,23061,68020,72800
283,AdventHealth University,12,5,26,9,0.9027,0,5,12944,0.3939,0.25,0.4394,0.3333,0.3103,,,0.3226,0.1578,0.3516,0.0019,0.0057,1058,0.465,0.426829268293,0.420849420849,0.43059490085,0.122077922078,0.138888888889,0.169312169312,0.130434782609,3500,7668,25791,33567,,,,,,23296,25016,28875,29231,30257,13500,39122,86115,83900
284,Florida Institute of Technology,12,5,16,14,0.6588,5,10,21580,0.663,0.5295,0,0.641,0.5606,1,1,0.6103,0.0534,0.1156,0.004,0.0019,3219,0.156419529837,0.174364896074,0.234142521535,0.270525694034,0.303345724907,0.443213296399,0.368670886076,0.347914547304,2250,4750,27250,40500,,,,,,27009,26382,32008,29730,34690,20400,29298,90898,92300
285,Florida International University,12,5,15,15,0.6401,0,5,13973,0.6708,0.4231,0.1785,0.5922,0.697,0.3333,0.6667,0.6875,0.117,0.6733,0.0006,0.0005,39936,0.533036848793,0.515826086957,0.508122616189,0.517317380353,0.131204188482,0.138186720593,0.130988695496,0.13169360506,2750,5500,25736,36250,2688,4163,8283,11901,12755,,,,,,12500,36200,85005,88000
286,Florida Memorial University,12,5,22,8,0.5676,15,20,12972,0.3196,0.2149,0.1901,0.3103,0.5385,,,0.313,0.5333,0.0825,0.0011,0,945,,0.183946488294,0.190721649485,0.19955654102,0.342342342342,0.325,0.351535836177,0.32987012987,4750,6625,37424,50500,,,,,,15148,18329,18768,23336,23477,5500,21140,50044,54300
287,Florida Southern College,12,5,19,14,0.6088,10,20,20821,0.6773,0.6397,0,0.5758,0.5797,,0.75,0.6012,0.0638,0.1569,0.0062,0.0011,2741,0.588888888889,0.592391304348,0.636585365854,0.641481481481,0.081560283688,0.154929577465,0.131034482759,0.090909090909,3250,6250,27000,34200,,,,,,20795,19559,23062,26942,29928,9400,34712,70484,69400
288,Florida State University,12,5,15,15,0.3707,0,5,16295,0.8322,0.6971,0.0532,0.8279,0.834,0.8182,0.5625,0.8666,0.0833,0.232,0.0014,0.001,33368,0.620274914089,0.685980341438,0.70524083611,0.729898804048,0.055859802848,0.073298429319,0.063106796117,0.063981042654,3750,8400,27750,32500,5438,6953,10733,14901,16511,,,,,,14900,37006,84297,87300
289,University of Florida,12,5,15,16,0.3013,0,5,18236,0.9089,0.716,0.057,0.846,0.9185,0.9649,0.7143,0.8897,0.0521,0.2406,0.0011,0.0006,34044,0.587591240876,0.704588014981,0.721931355439,0.741971003854,0.070425245334,0.097911227154,0.073207930859,0.071428571429,3624,7213,24134,30500,-208,1385,5590,11831,13836,,,,,,15900,44749,105147,109000
290,Hobe Sound Bible College,12,5,22,7,,0,5,,0.3571,0.2308,0,0,0.25,,,0.3913,0.0573,0.051,0.0064,0,157,,,,,0.38,,,,,3350,9750,,,,,,,10684,7685,8371,15725,,,,50264,
291,Indian River State College,12,5,23,12,,0,5,8834,0.5004,,0.0835,0.3571,0.5342,,1,0.4549,0.1539,0.3724,0.0016,0.0015,10886,0.277130044843,0.287987679671,0.312689969605,0.321922317314,0.463560732113,0.489681050657,0.495268138801,0.475152905199,1750,2550,9000,17750,2836,3206,6175,8773,10415,,,,,,7100,19587,53407,61400
